C:\Users\Muham\Desktop\SelfDrivingSimulation\dataset\IMG\center_2026_04_22_09_21_27_448.jpg, C:\Users\Muham\Desktop\SelfDrivingSimulation\dataset\IMG\left_2026_04_22_09_21_27_448.jpg, C:\Users\Muham\Desktop\SelfDrivingSimulation\dataset\IMG\right_2026_04_22_09_21_27_448.jpg, 0, 0, 0, 7.821304E-05
C:\Users\Muham\Desktop\SelfDrivingSimulation\dataset\IMG\center_2026_04_22_09_21_27_553.jpg, C:\Users\Muham\Desktop\SelfDrivingSimulation\dataset\IMG\left_2026_04_22_09_21_27_553.jpg, C:\Users\Muham\Desktop\SelfDrivingSimulation\dataset\IMG\right_2026_04_22_09_21_27_553.jpg, 0, 0, 0, 7.828988E-05
C:\Users\Muham\Desktop\SelfDrivingSimulation\dataset\IMG\center_2026_04_22_09_21_27_655.jpg, C:\Users\Muham\Desktop\SelfDrivingSimulation\dataset\IMG\left_2026_04_22_09_21_27_655.jpg, C:\Users\Muham\Desktop\SelfDrivingSimulation\dataset\IMG\right_2026_04_22_09_21_27_655.jpg, 0, 0, 0, 7.994327E-05
C:\Users\Muham\Desktop\SelfDrivingSimulation\dataset\IMG\center_2026_04_22_09_21_27_760.jpg, C:\Users\Muham\Desktop\SelfDrivingSimulation\dataset\IMG\left_2026_04_22_09_21_27_760.jpg, C:\Users\Muham\Desktop\SelfDrivingSimulation\dataset\IMG\right_2026_04_22_09_21_27_760.jpg, 0, 0, 0, 7.864918E-05
C:\Users\Muham\Desktop\SelfDrivingSimulation\dataset\IMG\center_2026_04_22_09_21_27_863.jpg, C:\Users\Muham\Desktop\SelfDrivingSimulation\dataset\IMG\left_2026_04_22_09_21_27_863.jpg, C:\Users\Muham\Desktop\SelfDrivingSimulation\dataset\IMG\right_2026_04_22_09_21_27_863.jpg, 0, 0.0216576, 0, 0.00222606
C:\Users\Muham\Desktop\SelfDrivingSimulation\dataset\IMG\center_2026_04_22_09_21_27_967.jpg, C:\Users\Muham\Desktop\SelfDrivingSimulation\dataset\IMG\left_2026_04_22_09_21_27_967.jpg, C:\Users\Muham\Desktop\SelfDrivingSimulation\dataset\IMG\right_2026_04_22_09_21_27_967.jpg, 0, 0.3751212, 0, 0.3192458
C:\Users\Muham\Desktop\SelfDrivingSimulation\dataset\IMG\center_2026_04_22_09_21_28_072.jpg, C:\Users\Muham\Desktop\SelfDrivingSimulation\dataset\IMG\left_2026_04_22_09_21_28_072.jpg, C:\Users\Muham\Desktop\SelfDrivingSimulation\dataset\IMG\right_2026_04_22_09_21_28_072.jpg, 0, 0.6872023, 0, 0.976786
C:\Users\Muham\Desktop\SelfDrivingSimulation\dataset\IMG\center_2026_04_22_09_21_28_175.jpg, C:\Users\Muham\Desktop\SelfDrivingSimulation\dataset\IMG\left_2026_04_22_09_21_28_175.jpg, C:\Users\Muham\Desktop\SelfDrivingSimulation\dataset\IMG\right_2026_04_22_09_21_28_175.jpg, 0, 0.9819705, 0, 2.015478
C:\Users\Muham\Desktop\SelfDrivingSimulation\dataset\IMG\center_2026_04_22_09_21_28_277.jpg, C:\Users\Muham\Desktop\SelfDrivingSimulation\dataset\IMG\left_2026_04_22_09_21_28_277.jpg, C:\Users\Muham\Desktop\SelfDrivingSimulation\dataset\IMG\right_2026_04_22_09_21_28_277.jpg, 0, 1, 0, 3.187848
C:\Users\Muham\Desktop\SelfDrivingSimulation\dataset\IMG\center_2026_04_22_09_21_28_384.jpg, C:\Users\Muham\Desktop\SelfDrivingSimulation\dataset\IMG\left_2026_04_22_09_21_28_384.jpg, C:\Users\Muham\Desktop\SelfDrivingSimulation\dataset\IMG\right_2026_04_22_09_21_28_384.jpg, -0.0373731, 1, 0, 4.36007
